NAME_2,osm_total_km,osm_paved_km,osm_paved_rate,liu_total_km,liu_paved_km,liu_paved_rate,diff
Kilolo,1892.94834875201,106.80729349909089,0.05642377594164532,1454.8466045526825,207.76715314094952,0.14281035023952307,0.08638657429787774
Kilombero,3564.110689899532,45.23136749119728,0.012690786405534532,1395.7697762592861,265.5801064474464,0.19027500879064077,0.17758422238510624
Kilosa,4165.484966329094,311.51965151725375,0.0747859262571738,990.0086426559639,218.5073502603833,0.22071256840160375,0.14592664214442996
Kilwa,1340.8552406753954,179.66415566155266,0.13399220901061246,1100.8019096143191,336.0028380961833,0.30523460684575526,0.1712423978351428
Kinondoni,5858.862177701361,534.7663135470066,0.09127477269943467,5045.097885521626,1234.564489818502,0.24470575553379117,0.15343098283435652
Kisarawe,4221.474411300656,109.85378638687209,0.02602261098463596,1514.9052492368783,180.42469561806553,0.1190996570306645,0.09307704604602854
Kishapu,7571.284035909717,54.73687157759253,0.007229536141819794,1726.5386263841215,246.30890246851004,0.14266052244909988,0.1354309863072801
Kiteto,5683.901975689569,112.2612796828373,0.01975074168467126,1998.424460847513,0.9276836067066394,0.0004642074918924969,-0.019286534192778763
Kondoa,2214.691641353834,39.45941202708227,0.01781711335802977,1784.0632190134406,203.38971668938214,0.11400364881792334,0.09618653545989357
Kongwa,4948.978913702445,102.71115572003022,0.020754009566629903,657.8943219905345,7.828399323341798,0.011899174474794189,-0.008854835091835715
Korogwe,1963.6922038158893,112.70932461658806,0.05739663497037308,741.2791957229703,129.62589666772956,0.17486784657608703,0.11747121160571394
Korogwe Town,439.6927578284928,34.581509450996,0.07864925868186556,123.33034504172561,45.525041726462945,0.36913090376144436,0.2904816450795788
Kusini,770.3262370785701,92.16615373821452,0.11964561156290196,437.96060787093995,42.95860198277784,0.09808782162307406,-0.021557789939827904
Kwimba,7753.205479619512,84.48429636005207,0.01089669254634512,6248.6742523945295,221.89189269622943,0.03551023524889286,0.024613542702547737
Kyela,1075.556673520638,71.0320455426767,0.0660421224575422,886.0507165063374,96.38927746832556,0.10878528245920802,0.04274316000166582
Kyerwa,2998.427797112085,32.07615379397812,0.010697657560696325,2572.35462702808,223.05689354875466,0.0867131192585445,0.07601546169784817
Lake Eyasi,10.688400577952104,0.0,0.0,1.288370347557715,0.0,0.0,0.0
Lake Tanganyika,18.235791094835548,0.0,0.0,10.49133649839924,0.0,0.0,0.0
Lake Victoria,392.7046816847445,9.215837590599993,0.023467603062594204,358.9197278222923,8.3173236316223,0.023173213916344988,-0.00029438914624921667
Lindi Rural,1513.5865899720673,131.1025374212419,0.08661713726180763,1226.6664987678942,257.1899357446232,0.20966573718525253,0.1230485999234449
Lindi Urban,2208.5010544855963,84.0035718058647,0.03803646443149686,346.9914247636243,72.08297704767126,0.20773705602890694,0.16970059159741008
Liwale,2188.9517190785486,13.887515012950361,0.006344367896244138,1130.8671478222752,67.9673349417088,0.060101962527246755,0.05375759463100262
Longido,1839.2248697202635,63.61916111524296,0.03459020273302367,1060.6845241996775,103.10997889661716,0.09721078845231304,0.06262058571928937
Ludewa,2868.7741746213865,33.64577184234439,0.011728274794158335,1617.8691429186572,211.44000947101887,0.13069042721809893,0.11896215242394059
Lushoto,5699.823318467031,53.95678021135859,0.0094663952190487,796.1451564873007,76.16062595122685,0.09566173370602134,0.08619533848697264
Mafia,437.9031646546374,15.668391273379196,0.03578049335573183,257.8214214550441,67.59915853418701,0.26219372367386534,0.2264132303181335
Mafinga Town,2555.989613688396,22.998953683158085,0.00899806226128191,357.70584584401786,41.47693695977902,0.11595263941497215,0.10695457715369024
Magharibi A,626.1378550835026,43.08929286278027,0.06881758148456592,466.9644163616055,36.795343148572265,0.07879688871213449,0.009979307227568568
Magharibi B,722.2552502709068,91.6401426608102,0.12688054898380788,526.6885627153305,63.137395707628876,0.11987614726647094,-0.007004401717336933
Magu,4904.562050425,65.72684520140297,0.013401164981837159,3158.3374541586763,160.09421276768987,0.05068939437009465,0.03728822938825749
Makambako Town,1028.303896772747,6.414243464922953,0.0062376924613954735,464.84339197697494,17.68349325175305,0.03804182990866086,0.03180413744726539
Makete,1192.7785485442519,69.16243923240762,0.057984308417365626,975.564121962759,180.8866120342171,0.18541745023411413,0.1274331418167485
Manyoni,4256.826005211631,168.23843648031092,0.03952203737581396,1274.6434497312428,296.056697357812,0.23226628389314305,0.19274424651732908
Masasi,1541.6717865663666,68.06262053274247,0.044148580213906954,1272.693489743907,172.1065482961941,0.13523016318000147,0.09108158296609452
Masasi Town,854.8131755265997,53.08675205415929,0.06210333857039076,717.9519992352311,50.284834736093494,0.07003927113464041,0.007935932564249647
Maswa,6722.535133820736,33.47783432099592,0.004979941890161439,4923.299023084754,257.6524361669093,0.052333290128998504,0.047353348238837065
Mbarali,2670.586012956878,73.89767586399405,0.027670958922672705,1389.7980863316518,152.55766548824607,0.10976966149875729,0.08209870257608459
Mbeya Rural,6927.196373968126,93.45143101819164,0.013490512751937416,3576.2283792880603,198.26209898799996,0.05543888084336188,0.041948368091424465
Mbeya Urban,2065.453289950242,109.52896703648113,0.05302902155638666,1645.1931583875908,160.4721962609983,0.09754003379048375,0.044511012234097085
Mbinga,3210.6032033084525,51.8722596802307,0.01615654641681586,2618.2664379598095,138.04435102624146,0.052723568932811736,0.036567022515995876
Mbogwe,1540.877151192203,23.401111498039004,0.015186876825276542,940.0444797549219,37.8817305236704,0.040297806475653696,0.025110929650377152
Mbozi,6765.842503383044,60.60261378283348,0.008957142255754709,5436.333561171348,126.89588103604687,0.023342180829813732,0.014385038574059024
Mbulu,6870.392156055121,23.80851738835005,0.0034653796824926156,5804.8510518224275,123.93218794786912,0.021349761921791385,0.01788438223929877
Meatu,3844.741846029174,120.52730597069083,0.03134860825445815,2549.112229736655,217.8859700374919,0.08547523623940298,0.05412662798494483
Meru,5033.976934527708,74.96025787221333,0.014890862403056713,1164.6100106202418,99.4655661415001,0.08540675868699364,0.07051589628393692
Micheweni,224.40775940127125,13.837580166735748,0.06166266355341258,108.57441265554444,30.621652993462803,0.2820337890347232,0.22037112548131063
Missenyi,3823.468354460265,81.70889008780898,0.021370358667279547,2858.5620924331915,201.03972301678579,0.07032896838202382,0.04895860971474428
Misungwi,7295.067055175099,88.31679389509267,0.012106371775217747,4267.60272197508,144.2886621430536,0.033810237630618925,0.021703865855401176
Mjini,282.25183398023563,59.47104425527995,0.210702064949007,221.35270245502076,176.19215639054735,0.7959792423422067,0.5852771773931997
Mkalama,2421.1614053725207,6.229357301303107,0.0025728798119283814,1992.9098359150942,212.46849588774376,0.10661219692871031,0.10403931711678192
Mkinga,2463.205660170367,46.32709186007667,0.018807642662234086,1011.0267717520526,47.14047535338797,0.04662633737353579,0.027818694711301703
Mkoani,274.5882347167306,26.53581237423851,0.09663856283432266,254.8871157704889,27.74906768878619,0.1088680673595625,0.01222950452523984
Mkuranga,5777.93777581045,84.6120744688373,0.014643991983276261,3256.186300484533,98.05046763406163,0.030112057046450733,0.015468065063174472
Mlele,5540.6934021802435,274.92015269217103,0.049618365922213074,575.7962141514174,170.68473796448146,0.2964325463932217,0.24681418047100862
Momba,10249.582864895874,64.76142077525704,0.0063184445288071685,1902.05440206047,126.81990028664477,0.0666752224065003,0.06035677787769313
Monduli,4458.609274769657,150.3796973790741,0.033727938043380826,713.7555031807618,168.5364043819329,0.23612624159235418,0.20239830354897337
Morogoro Rural,3763.3105664014774,164.49306154350376,0.04370966962229588,761.3447642709518,16.446568891317654,0.02160199907208471,-0.02210767055021117
Morogoro Urban,1965.7858820249758,62.57534536376109,0.031832228492404066,758.49888759683,87.09538222851967,0.1148259854466841,0.08299375695428003
Moshi Rural,5168.351680490358,162.53731739634546,0.0314485792462413,1257.6753240376636,151.34687095066843,0.12033858664315819,0.08889000739691688
Moshi Urban,562.8482550295453,42.76512360091316,0.0759798457555284,338.89786084437947,51.834785135833165,0.15295105435804296,0.07697120860251457
Mpanda Rural,2917.035359186528,19.34113565709047,0.00663040836861303,578.9423100752884,257.5492780171873,0.4448617306682843,0.4382313222996713
Mpanda Urban,1604.0126503702268,16.922974196014742,0.010550399457328908,222.33565315829222,9.11929978892615,0.04101591291988447,0.030465513462555563
Mpwapwa,2758.467024308469,65.0333489870029,0.023575902272497302,416.6270037829045,162.31694243243555,0.3895977480063089,0.36602184573381163
Mtwara Rural,1669.2252702144096,76.38895402778259,0.045763118610090615,1302.2796004574639,295.21507872801624,0.22669101061270813,0.18092789200261752
Mtwara Urban,939.0153504444755,29.10341130547181,0.03099354157703166,254.8090166749278,30.745708218805877,0.12066177492466708,0.08966823334763542
Mufindi,18524.303958124474,52.43933643202732,0.0028308397740919294,2171.323748165438,249.08573307092215,0.11471607275579053,0.1118852329816986
Muheza,2164.746764186612,44.91265400483859,0.02074730160029328,1089.2710339779753,56.56598413925707,0.051930127924801506,0.031182826324508226
Muleba,4599.360890057675,137.30550736138588,0.02985317104778532,3198.6147289477585,200.18528226031614,0.06258499357506887,0.03273182252728356
Musoma Rural,2336.445319933714,0.0,0.0,1706.3150122094742,66.37650849076391,0.03890050079604836,0.03890050079604836
Musoma Urban,682.9238930435961,20.951899120067015,0.030679698475170353,282.0045245610284,18.9126965994589,0.06706522396723467,0.03638552549206432
Mvomero,6781.190254195443,202.99262653446948,0.02993466027721023,1205.9733947107127,195.0532469018426,0.16173926204120923,0.131804601763999
Mwanga,1665.0366628677414,67.70725416441634,0.040664122102754274,758.8242417646279,70.23830060549363,0.09256201467965246,0.05189789257689818
Nachingwea,1126.9452872472025,8.078785335481827,0.007168746723468657,1055.9351759135216,129.1928238864901,0.1223491998689422,0.11518045314547354
Namtumbo,2074.981234343511,100.58918019032878,0.048477151757063235,1566.4792718045992,192.78100379138394,0.12306642498326732,0.0745892732262041
Nanyumbu,1237.4865936984804,153.27061523614967,0.12385638439772446,941.0243541866297,249.74919173469573,0.26540141137002277,0.14154502697229832
Newala,1553.8927631378835,7.939026749301762,0.00510912138703184,1414.605516323124,71.7148794831717,0.05069602702354414,0.0455869056365123
Ngara,4514.657589295838,114.3632749039988,0.025331550099203938,3961.5540885383066,202.3508589362312,0.05107865610662217,0.02574710600741823
Ngorongoro,3523.5260130917377,54.183111986104606,0.015377525746875736,2304.642919441344,118.85170674093158,0.051570551662615816,0.03619302591574008
Njombe Rural,1421.2381546885213,58.46816060781177,0.0411388903505941,931.2100058104567,102.576288530559,0.11015376541329594,0.06901487506270185
Njombe Urban,10084.217950677417,100.75956480404079,0.009991807525071606,816.1826132374018,77.00116124826458,0.09434305509503345,0.08435124756996185
Nkasi,2161.84567721251,108.44093652143313,0.050161275462204676,1074.6226821828725,134.62250701563266,0.1252742094947922,0.07511293403258754
Nyamagana,1516.0810082177986,79.64113268271372,0.05253092166647111,855.1294782939192,71.28252046514221,0.08335874540000535,0.030827823733534238
Nyang'hwale,1239.8765475601626,17.983083093050755,0.014503930353742062,762.728887566978,71.76463324425232,0.09408930802814311,0.07958537767440105
Nyasa,1460.9065266836692,0.06553553682257543,4.4859500334593186e-05,1325.8404859760287,138.1565509711446,0.10420299608624449,0.1041581365859099
Nzega,30306.804530593883,140.59770312172623,0.004639146399607941,4647.619360974161,402.34639708798625,0.08657042796285552,0.08193128156324758
Pangani,1099.9270624990268,18.775092784099364,0.017069397984846815,606.7580338011695,110.40275068588132,0.18195515268951437,0.16488575470466754
Rombo,1836.8071567632478,73.67290463291586,0.04010922124385636,699.1853910768132,123.44270266659204,0.1765521766358395,0.13644295539198315
Rorya,6767.270018817588,46.84976381631714,0.00692299312515137,6017.16431318747,144.53592728561455,0.024020605016360205,0.017097611891208835
Ruangwa,725.3379632523903,0.0,0.0,702.2839735886257,168.71697829008394,0.24024039367999683,0.24024039367999683
Rufiji,2479.953067463789,258.7365278537105,0.10433121950905164,1506.2135565367455,142.66087050342455,0.09471490273361127,-0.009616316775440364
Rungwe,3134.3890106648046,104.51522563391579,0.03334468863893448,2425.7414153247073,169.25899523434302,0.0697761905556146,0.03643150191668012
Same,2247.1700943322976,48.54390578454834,0.02160223914824401,1700.4800342047613,139.95167795776433,0.08230127678224314,0.06069903763399913
Sengerema,9046.713532927011,55.97029845335001,0.006186810077453746,4288.38426784501,138.16530199581115,0.032218498475474,0.026031688398020253
Serengeti,15262.228112711515,5.182109723158163,0.000339538217152063,13440.856131734065,322.98187868815626,0.024029859074645638,0.023690320857493573
Shinyanga Rural,8279.370448243426,105.65189718405222,0.012760861208531576,1953.2745274187594,52.29645709445385,0.026773736287629423,0.014012875079097847
Shinyanga Urban,3058.583381968267,52.96939094862216,0.017318275925024863,783.5442865125057,27.482698318405657,0.035074850000794466,0.017756574075769603
Siha,1676.5123686495604,52.51763774851951,0.03132552955205618,439.2262148479522,36.34829897487083,0.08275530409188712,0.05142977453983094
Sikonge,5617.423593938153,112.32097214495144,0.019995104564690242,1063.9894222036687,259.07301092715693,0.243492092609888,0.22349698804519774
Simanjiro,8065.363292156246,83.47153527156497,0.0103493831893156,2919.6363830975383,21.665624506945306,0.007420658487602327,-0.002928724701713273
Singida Rural,6003.490040673988,38.68586422531323,0.0064438957944819245,5299.636371448718,72.2660469243333,0.013636038750443273,0.007192142955961349
Singida Urban,4160.561354618908,44.985340360221315,0.010812324714375425,447.6914556761304,91.71788958141866,0.20486852813150258,0.19405620341712715
Songea Rural,3304.2810049373516,145.34361258066892,0.04398645646768308,2440.1552061438115,261.8279721412213,0.10729972072349828,0.0633132642558152
Songea Urban,3279.684824504329,69.13317597391736,0.02107921330043222,685.2018715230927,53.12169799276801,0.07752707661858409,0.05644786331815187
Songwe,1886.3070036993806,0.0,0.0,1069.1271951674216,23.2664716427453,0.0217621174991268,0.0217621174991268
Sumbawanga Rural,2792.581605825687,116.69081158739988,0.04178599878476881,1747.5273749635633,346.01006477006325,0.19799979658531972,0.1562137978005509
Sumbawanga Urban,5307.274887835235,104.96978360503043,0.019778471216109587,914.5237038121169,89.01869905479347,0.09733886468303264,0.07756039346692306
Tabora,7217.286109557707,97.77779673013576,0.013547723513503309,1212.746076221649,129.21205739753336,0.10654502202150828,0.09299729850800498
Tandahimba,1487.5343674706758,29.949834760552424,0.02013387751939979,1321.6241512790405,216.74602009083932,0.16399974219680916,0.14386586467740936
Tanga,2343.4691479259773,88.83273217390237,0.03790650807266711,1473.9959642243168,253.68623478787066,0.17210782182933032,0.13420131375666322
Tarime,5870.815396658108,51.096478135651125,0.008703472121562056,1969.9831638576602,228.43703483673184,0.1159588767192314,0.10725540459766934
Temeke,4786.0821005288035,237.78951414140525,0.049683542644438215,4086.802785839213,684.4141530767374,0.16746933702018485,0.11778579437574663
Tunduma,3038.811700426249,67.51428461883143,0.02221733074456746,509.8566680978273,49.106131668228066,0.09631360094089417,0.07409627019632671
Tunduru,1956.9867443234746,249.9093445813975,0.1277010921541988,1670.2578604119165,276.7297277063082,0.1656808414229295,0.037979749268730684
Ukerewe,1837.6008367476063,9.51346622685444,0.005177112480908775,1414.326007216181,94.88952806143115,0.06709169426093088,0.061914581780022106
Ulanga,2490.4492737369474,3.880148170615569,0.0015580113241147702,1206.9022609223164,273.97263195130756,0.22700482120394513,0.22544680987983037
Urambo,2119.893902856592,70.57023691526393,0.033289513602623874,1052.5059806583288,71.32476454936273,0.06776661212390453,0.034477098521280655
Uvinza,4116.867569835763,153.4827632852535,0.037281442913009825,2607.7888844204185,281.5541052972146,0.1079666022734007,0.07068515936039088
Uyui,11572.723939894795,258.7299167026477,0.022356872767933644,4653.832316261524,76.87316739046824,0.01651825037224833,-0.0058386223956853125
Wanging'ombe,1669.699470597792,105.37224075651083,0.06310850701700532,1267.5784243115904,191.75990368956136,0.15128050463126516,0.08817199761425984
Wete,260.39149761466575,45.318638658602815,0.1740403933067989,195.9566636846286,48.94105488566951,0.24975448124813415,0.07571408794133525
